"Story","Title","Result","Date","Stability","Duration (s)"
"Calculations","Adding numbers","SUCCESS","2021-12-18T18:40:52.224Z[Etc/UTC]","0.0","3.97"
"Calculations","Multiplying numbers","SUCCESS","2021-12-18T18:40:56.195Z[Etc/UTC]","0.0","3.21"
